-73.97246424	40.76905264	AM	10082018	6G-AM-1008-02	Juvenile	Gray	Ground Plane	bush	FALSE	FALSE	FALSE	FALSE	TRUE		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
X	Y	Shift	Date	Unique Squirrel ID	Age	Primary Fur Color	Location	Specific Location	Running	Chasing	Climbing	Eating	Foraging	Other Activities	Kuks	Quaas	Moans	Tail Flags	Tail Twitches	Approaches	Indifferent	Runs from
-73.96901758	40.77604327	AM	10072018	14F-AM-1007-05	Juvenile	Gray	Ground Plane		FALSE	FALSE	FALSE	TRUE	FALSE		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
X	Y	Shift	Date	Unique Squirrel ID	Age	Primary Fur Color	Location	Specific Location	Running	Chasing	Climbing	Eating	Foraging	Other Activities	Kuks	Quaas	Moans	Tail Flags	Tail Twitches	Approaches	Indifferent	Runs from
-73.97040828	40.7690281	PM	10132018	6I-PM-1013-06	Adult	Gray	Ground Plane		FALSE	FALSE	FALSE	FALSE	FALSE	playing with #5	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
X	Y	Shift	Date	Unique Squirrel ID	Age	Primary Fur Color	Location	Specific Location	Running	Chasing	Climbing	Eating	Foraging	Other Activities	Kuks	Quaas	Moans	Tail Flags	Tail Twitches	Approaches	Indifferent	Runs from
-73.96849107	40.77688116	PM	10102018	15F-PM-1010-05	Adult	Gray	Ground Plane		FALSE	FALSE	FALSE	FALSE	TRUE		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
X	Y	Shift	Date	Unique Squirrel ID	Age	Primary Fur Color	Location	Specific Location	Running	Chasing	Climbing	Eating	Foraging	Other Activities	Kuks	Quaas	Moans	Tail Flags	Tail Twitches	Approaches	Indifferent	Runs from
-73.97686748	40.77352326	PM	10122018	8B-PM-1012-02	Adult	Gray	Ground Plane	hiding in bushes	FALSE	FALSE	FALSE	FALSE	TRUE		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
X	Y	Shift	Date	Unique Squirrel ID	Age	Primary Fur Color	Location	Specific Location	Running	Chasing	Climbing	Eating	Foraging	Other Activities	Kuks	Quaas	Moans	Tail Flags	Tail Twitches	Approaches	Indifferent	Runs from
-73.97970849	40.76988852	PM	10172018	3A-PM-1017-06	Adult	Gray	Ground Plane		FALSE	FALSE	FALSE	FALSE	TRUE		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
